7.16e+05 1.55e+05 -3.44e+04 -6.62e+05 1.49e+05 6.96e+03 0.00e+00 0.00e+00 6.52e+04 -2.34e+04 -2.18e+05 7.07e+04 -4.03e+03 0.00e+00 0.00e+00
1.55e+05 5.05e+04 -5.49e+03 -1.49e+05 2.40e+04 0.00e+00 0.00e+00 0.00e+00 2.40e+04 0.00e+00 -7.07e+04 1.26e+04 0.00e+00 0.00e+00 0.00e+00
-3.44e+04 -5.49e+03 1.90e+04 -4.03e+03 0.00e+00 -7.33e+02 0.00e+00 0.00e+00 0.00e+00 -7.33e+02 4.03e+03 0.00e+00 4.76e+03 0.00e+00 0.00e+00
-6.62e+05 -1.49e+05 -4.03e+03 1.43e+06 0.00e+00 -6.89e+04 1.49e+05 6.96e+03 -7.07e+04 -4.03e+03 3.25e+05 0.00e+00 -4.69e+04 7.07e+04 -4.03e+03
1.49e+05 2.40e+04 0.00e+00 0.00e+00 1.01e+05 0.00e+00 2.40e+04 0.00e+00 1.26e+04 0.00e+00 0.00e+00 4.67e+04 0.00e+00 1.26e+04 0.00e+00
6.96e+03 0.00e+00 -7.33e+02 -6.89e+04 0.00e+00 3.81e+04 0.00e+00 -7.33e+02 0.00e+00 4.76e+03 4.69e+04 0.00e+00 3.66e+03 0.00e+00 4.76e+03
0.00e+00 0.00e+00 0.00e+00 1.49e+05 2.40e+04 0.00e+00 5.05e+04 5.49e+03 0.00e+00 0.00e+00 7.07e+04 1.26e+04 0.00e+00 2.27e+04 0.00e+00
0.00e+00 0.00e+00 0.00e+00 6.96e+03 0.00e+00 -7.33e+02 5.49e+03 1.90e+04 0.00e+00 0.00e+00 4.03e+03 0.00e+00 4.76e+03 0.00e+00 4.40e+03
6.52e+04 2.40e+04 0.00e+00 -7.07e+04 1.26e+04 0.00e+00 0.00e+00 0.00e+00 5.05e+04 5.49e+03 -1.49e+05 2.40e+04 0.00e+00 0.00e+00 0.00e+00
-2.34e+04 0.00e+00 -7.33e+02 -4.03e+03 0.00e+00 4.76e+03 0.00e+00 0.00e+00 5.49e+03 1.90e+04 -6.96e+03 0.00e+00 -7.33e+02 0.00e+00 0.00e+00
-2.18e+05 -7.07e+04 4.03e+03 3.25e+05 0.00e+00 4.69e+04 7.07e+04 4.03e+03 -1.49e+05 -6.96e+03 1.43e+06 0.00e+00 6.89e+04 1.49e+05 -6.96e+03
7.07e+04 1.26e+04 0.00e+00 0.00e+00 4.67e+04 0.00e+00 1.26e+04 0.00e+00 2.40e+04 0.00e+00 0.00e+00 1.01e+05 0.00e+00 2.40e+04 0.00e+00
-4.03e+03 0.00e+00 4.76e+03 -4.69e+04 0.00e+00 3.66e+03 0.00e+00 4.76e+03 0.00e+00 -7.33e+02 6.89e+04 0.00e+00 3.81e+04 0.00e+00 -7.33e+02
0.00e+00 0.00e+00 0.00e+00 7.07e+04 1.26e+04 0.00e+00 2.27e+04 0.00e+00 0.00e+00 0.00e+00 1.49e+05 2.40e+04 0.00e+00 5.05e+04 -5.49e+03
0.00e+00 0.00e+00 0.00e+00 -4.03e+03 0.00e+00 4.76e+03 0.00e+00 4.40e+03 0.00e+00 0.00e+00 -6.96e+03 0.00e+00 -7.33e+02 -5.49e+03 1.90e+04
