6.96e+05 1.52e+05 -2.93e+04 -6.41e+05 1.47e+05 1.83e+03 0.00e+00 0.00e+00 0.00e+00 1.83e+05 6.78e+04 -1.83e+04 -2.38e+05 7.33e+04 -9.16e+03 0.00e+00 0.00e+00 0.00e+00
1.52e+05 4.99e+04 -5.49e+03 -1.47e+05 2.34e+04 6.38e-13 0.00e+00 0.00e+00 0.00e+00 6.78e+04 2.34e+04 -2.50e-13 -7.33e+04 1.33e+04 -4.32e-13 0.00e+00 0.00e+00 0.00e+00
-2.93e+04 -5.49e+03 1.65e+04 1.83e+03 -4.77e-13 1.83e+03 0.00e+00 0.00e+00 0.00e+00 1.83e+04 6.38e-13 1.83e+03 9.16e+03 -5.46e-13 7.33e+03 0.00e+00 0.00e+00 0.00e+00
-6.41e+05 -1.47e+05 1.83e+03 1.39e+06 0.00e+00 -5.86e+04 -6.41e+05 1.47e+05 1.83e+03 -2.38e+05 -7.33e+04 -9.16e+03 3.66e+05 -1.46e-11 -3.66e+04 -2.38e+05 7.33e+04 -9.16e+03
1.47e+05 2.34e+04 -5.82e-13 0.00e+00 9.98e+04 0.00e+00 -1.47e+05 2.34e+04 6.38e-13 7.33e+04 1.33e+04 5.60e-13 -1.46e-11 4.67e+04 9.96e-14 -7.33e+04 1.33e+04 -4.32e-13
1.83e+03 5.24e-13 1.83e+03 -5.86e+04 0.00e+00 3.30e+04 1.83e+03 -4.77e-13 1.83e+03 9.16e+03 6.13e-13 7.33e+03 3.66e+04 4.72e-14 3.66e+03 9.16e+03 -5.46e-13 7.33e+03
0.00e+00 0.00e+00 0.00e+00 -6.41e+05 -1.47e+05 1.83e+03 6.96e+05 -1.52e+05 -2.93e+04 0.00e+00 0.00e+00 0.00e+00 -2.38e+05 -7.33e+04 -9.16e+03 1.83e+05 -6.78e+04 -1.83e+04
0.00e+00 0.00e+00 0.00e+00 1.47e+05 2.34e+04 -5.82e-13 -1.52e+05 4.99e+04 5.49e+03 0.00e+00 0.00e+00 0.00e+00 7.33e+04 1.33e+04 5.60e-13 -6.78e+04 2.34e+04 3.49e-13
0.00e+00 0.00e+00 0.00e+00 1.83e+03 5.24e-13 1.83e+03 -2.93e+04 5.49e+03 1.65e+04 0.00e+00 0.00e+00 0.00e+00 9.16e+03 6.13e-13 7.33e+03 1.83e+04 -5.91e-13 1.83e+03
1.83e+05 6.78e+04 1.83e+04 -2.38e+05 7.33e+04 9.16e+03 0.00e+00 0.00e+00 0.00e+00 6.96e+05 1.52e+05 2.93e+04 -6.41e+05 1.47e+05 -1.83e+03 0.00e+00 0.00e+00 0.00e+00
6.78e+04 2.34e+04 2.97e-13 -7.33e+04 1.33e+04 6.13e-13 0.00e+00 0.00e+00 0.00e+00 1.52e+05 4.99e+04 5.49e+03 -1.47e+05 2.34e+04 -5.91e-13 0.00e+00 0.00e+00 0.00e+00
-1.83e+04 -5.82e-13 1.83e+03 -9.16e+03 5.60e-13 7.33e+03 0.00e+00 0.00e+00 0.00e+00 2.93e+04 5.49e+03 1.65e+04 -1.83e+03 4.63e-13 1.83e+03 0.00e+00 0.00e+00 0.00e+00
-2.38e+05 -7.33e+04 9.16e+03 3.66e+05 -1.46e-11 3.66e+04 -2.38e+05 7.33e+04 9.16e+03 -6.41e+05 -1.47e+05 -1.83e+03 1.39e+06 0.00e+00 5.86e+04 -6.41e+05 1.47e+05 -1.83e+03
7.33e+04 1.33e+04 -5.55e-13 -1.46e-11 4.67e+04 -5.80e-14 -7.33e+04 1.33e+04 6.13e-13 1.47e+05 2.34e+04 6.90e-13 2.91e-11 9.98e+04 0.00e+00 -1.47e+05 2.34e+04 -5.91e-13
-9.16e+03 -4.41e-13 7.33e+03 -3.66e+04 1.08e-13 3.66e+03 -9.16e+03 5.60e-13 7.33e+03 -1.83e+03 -4.69e-13 1.83e+03 5.86e+04 0.00e+00 3.30e+04 -1.83e+03 4.63e-13 1.83e+03
0.00e+00 0.00e+00 0.00e+00 -2.38e+05 -7.33e+04 9.16e+03 1.83e+05 -6.78e+04 1.83e+04 0.00e+00 0.00e+00 0.00e+00 -6.41e+05 -1.47e+05 -1.83e+03 6.96e+05 -1.52e+05 2.93e+04
0.00e+00 0.00e+00 0.00e+00 7.33e+04 1.33e+04 -5.55e-13 -6.78e+04 2.34e+04 -3.55e-13 0.00e+00 0.00e+00 0.00e+00 1.47e+05 2.34e+04 6.90e-13 -1.52e+05 4.99e+04 -5.49e+03
0.00e+00 0.00e+00 0.00e+00 -9.16e+03 -4.41e-13 7.33e+03 -1.83e+04 6.90e-13 1.83e+03 0.00e+00 0.00e+00 0.00e+00 -1.83e+03 -4.69e-13 1.83e+03 2.93e+04 -5.49e+03 1.65e+04
